;estado;cidade;populacao;pib;pib_percapita
3115;SÃO PAULO;Itariri;16284;94274.328125;5789.37988281
3116;PARANÁ;Francisco Alves;6389;56896.1328125;8905.33007812
3117;ESPIRITO SANTO;Ecoporanga;23891;227060.625;9504.01953125
3118;SÃO PAULO;Votorantim;105193;1810173.375;17208.11914062
3119;PARANÁ;Flor da Serra do Sul;4742;52964.69140625;11169.26953125
3120;ACRE;Brasiléia;20238;194979.828125;9634.33984375
3121;CEARÁ;Pacujá;6233;21133.74414062;3390.62011719
3122;PARAÍBA;Juazeirinho;16476;64330.44140625;3904.48999023
3123;SANTA CATARINA;Xanxerê;42174;916734.4375;21736.9609375
3124;BAHIA;Wenceslau Guimarães;24802;144764.984375;5836.83007812
3125;CEARÁ;Itatira;18875;66732.171875;3535.47998047
3126;SANTA CATARINA;Agronômica;4925;80491.53125;16343.45996094
3127;CEARÁ;Aiuaba;16423;48629.4375;2961.06005859
3128;CEARÁ;Potengi;10144;34289.66015625;3380.29003906
3129;MINAS GERAIS;Lajinha;17678;159347.21875;9013.87011719
3130;CEARÁ;Altaneira;6834;21733.01171875;3180.12988281
3131;BAHIA;Santa Cruz Cabrália;26250;153209.375;5836.54980469
3132;ALAGOAS;Chã Preta;7073;26925.03125;3806.72998047
3133;MINAS GERAIS;Miraí;13502;116036.1015625;8593.99023438
3134;TOCANTINS;Colméia;8961;72166.5078125;8053.39990234
3135;RIO GRANDE DO NORTE;Taboleiro Grande;2380;12153.43457031;5106.49023438
3136;PARANÁ;Alto Paraná;13435;104750.40625;7796.83007812
3137;CEARÁ;Morada Nova;63126;351117.84375;5562.16992188
3138;PARANÁ;Jaguapitã;12414;200335.109375;16137.83984375
3139;MATO GROSSO;Arenápolis;9903;81260.3125;8205.62988281
3140;SÃO PAULO;Mongaguá;44087;447405.15625;10148.23046875
3141;AMAZONAS;Maués;49666;226922.828125;4568.97998047
3142;MINAS GERAIS;Simão Pereira;2594;20950.86914062;8076.66015625
3143;CEARÁ;Beberibe;48760;211808.109375;4343.89013672
3144;SÃO PAULO;Pontes Gestal;2557;84910.578125;33207.109375
3145;PERNAMBUCO;Vicência;27883;155211.25;5566.52001953
3146;RIO GRANDE DO SUL;Pejuçara;3946;123046.1953125;31182.50976562
3147;RONDÔNIA;Primavera de Rondônia;3765;45551.33203125;12098.62988281
3148;PARAÍBA;Capim;5458;22519.7109375;4126.0
3149;RIO GRANDE DO SUL;Faxinalzinho;2607;27758.2265625;10647.5703125
3150;BAHIA;São Félix do Coribe;13504;68296.671875;5057.50976562
3151;PARANÁ;Joaquim Távora;10755;159289.140625;14810.70996094
3152;SÃO PAULO;Itirapuã;5903;58454.1640625;9902.45019531
3153;SÃO PAULO;Mira Estrela;2663;32981.234375;12384.99023438
3154;SÃO PAULO;Mirandópolis;26761;242961.578125;9078.94042969
3155;PARANÁ;Antonina;17743;187649.9375;10576.0
3156;SÃO PAULO;Itapecerica da Serra;161983;3207249.5;19799.91015625
3157;MATO GROSSO DO SUL;Guia Lopes da Laguna;10407;103997.7265625;9993.05957031
3158;SÃO PAULO;Ibiúna;67392;703188.0625;10434.29980469
3159;MINAS GERAIS;Santa Bárbara do Tugúrio;4574;28011.52929688;6124.08007812
3160;MATO GROSSO;Água Boa;20276;367902.125;18144.7109375
3161;PIAUÍ;Cocal dos Alves;5525;17449.0859375;3158.20996094
3162;RIO GRANDE DO NORTE;São Pedro;6590;27908.86328125;4235.02978516
3163;RIO DE JANEIRO;Paraíba do Sul;41679;487127.4375;11687.59960938
3164;RIO GRANDE DO NORTE;Luís Gomes;10144;38557.828125;3801.05004883
3165;MINAS GERAIS;Patrocínio;86467;1291521.0;14936.58007812
3166;RIO GRANDE DO SUL;Entre Rios do Sul;3087;76808.6171875;24881.31054688
3167;PARAÍBA;Nazarezinho;7248;29003.875;4001.63989258
3168;RONDÔNIA;Espigão D'Oeste;28892;319634.03125;11063.05957031
3169;BAHIA;Mata de São João;39585;303156.75;7658.37011719
3170;MINAS GERAIS;Desterro de Entre Rios;7173;34978.38671875;4876.39990234
3171;TOCANTINS;Alvorada;8161;122968.6015625;15067.83007812
3172;PARAÍBA;São Domingos;2822;12841.70410156;4550.56982422
3173;BAHIA;Nova Itarana;7875;24762.71875;3144.4699707
3174;RIO GRANDE DO SUL;Venâncio Aires;67682;1643010.0;24275.43945312
3175;PARANÁ;Piên;11811;280972.4375;23789.05078125
3176;PARÁ;Tailândia;72720;351910.1875;4839.25
3177;MINAS GERAIS;Pirapora;53708;897816.875;16716.63085938
3178;RIO GRANDE DO SUL;Arroio do Padre;2882;26049.45507812;9038.66992188
3179;SÃO PAULO;Casa Branca;28189;566633.9375;20101.24023438
3180;PARÁ;Magalhães Barata;7895;23328.38085938;2954.83007812
3181;RIO DE JANEIRO;Rio Bonito;55051;834572.375;15159.99023438
3182;PERNAMBUCO;Gravatá;75229;382127.21875;5079.52001953
3183;BAHIA;Castro Alves;24978;110339.4765625;4417.47021484
3184;RIO GRANDE DO SUL;Estrela Velha;3777;74811.6796875;19807.16992188
3185;GOIÁS;Nova Crixás;13432;163690.328125;12186.58984375
3186;SÃO PAULO;Rosana;18918;778538.875;41153.33984375
3187;MARANHÃO;Sucupira do Norte;10535;31425.09570312;2982.91992188
3188;MARANHÃO;Passagem Franca;17898;61833.859375;3454.79003906
3189;MATO GROSSO;Pontal do Araguaia;5322;42808.26953125;8043.64013672
3190;MATO GROSSO;Peixoto de Azevedo;30363;220627.171875;7266.31982422
3191;SANTA CATARINA;Descanso;8898;135342.984375;15210.5
3192;MINAS GERAIS;Perdigão;7961;60268.73046875;7570.5
3193;PERNAMBUCO;Jaqueira;12642;47317.8203125;3742.90991211
3194;MINAS GERAIS;Divino das Laranjeiras;5092;29345.26171875;5763.00976562
3195;MINAS GERAIS;Monte Sião;20135;178911.0;8885.5703125
3196;MARANHÃO;Central do Maranhão;9246;23766.75390625;2570.48999023
3197;RORAIMA;Caroebe;7569;77312.140625;10214.30957031
3198;SÃO PAULO;Itu;157384;4131263.25;26249.58007812
3199;PIAUÍ;Wall Ferraz;4636;16078.15722656;3468.11010742
3200;PERNAMBUCO;Lagoa Grande;22408;200862.234375;8963.86035156
3201;RIO GRANDE DO SUL;Doutor Ricardo;2101;26910.1171875;12808.24023438
3202;MINAS GERAIS;Ritápolis;5149;32851.6171875;6380.18994141
3203;SERGIPE;Tobias Barreto;49261;243702.859375;4947.18017578
3204;RIO GRANDE DO NORTE;Pau dos Ferros;27809;190029.671875;6833.39013672
3205;MINAS GERAIS;Ipaba;15422;59279.8671875;3843.85009766
3206;MARANHÃO;Formosa da Serra Negra;17792;64831.62109375;3643.86010742
3207;MATO GROSSO;Porto dos Gaúchos;6383;134702.203125;21103.26953125
3208;ALAGOAS;Monteirópolis;7292;22985.1328125;3152.10009766
3209;GOIÁS;Guarani de Goiás;4093;29066.02539062;7101.39990234
3210;RIO GRANDE DO NORTE;Lagoa de Velhos;2789;14934.08105469;5354.64013672
3211;PARAÍBA;Serraria;6798;28761.53125;4230.87988281
3212;SÃO PAULO;Lorena;82770;1190193.375;14379.53027344
3213;ACRE;Acrelândia;12241;151120.015625;12345.40039062
3214;PARANÁ;Bom Sucesso;6676;54343.4140625;8140.12011719
3215;MATO GROSSO DO SUL;Inocência;7501;141434.296875;18855.390625
3216;MATO GROSSO DO SUL;Brasilândia;12538;197891.875;15783.37011719
3217;RIO GRANDE DO SUL;Áurea;3789;44621.8984375;11776.70019531
3218;MINAS GERAIS;Monte Alegre de Minas;19051;361592.75;18980.25
3219;SÃO PAULO;Pedranópolis;2834;31103.59179688;10975.16015625
3220;SÃO PAULO;Moji Mirim;88373;2281638.5;25818.26953125
3221;SÃO PAULO;Arealva;7886;128288.984375;16267.94042969
3222;GOIÁS;Mambaí;7096;29512.58398438;4159.04980469
3223;RIO GRANDE DO SUL;São João da Urtiga;5123;59495.82421875;11613.46972656
3224;MARANHÃO;São Bernardo;26615;89596.7578125;3366.39990234
3225;PIAUÍ;São José do Piauí;7028;26354.14453125;3749.87988281
3226;PARÁ;Bagre;20386;45750.63671875;2244.2199707
3227;PARANÁ;Goioxim;8240;74918.0859375;9092.0
3228;SÃO PAULO;Adolfo;3710;68426.1484375;18443.7109375
3229;BAHIA;Cairu;14736;409264.625;27773.109375
3230;PERNAMBUCO;Escada;62604;327138.03125;5225.50976562
3231;RIO GRANDE DO SUL;São José das Missões;3039;28139.48828125;9259.45996094
3232;SÃO PAULO;Guariba;34508;502869.15625;14572.54003906
3233;MARANHÃO;Tutóia;48424;135141.71875;2790.80004883
3234;MINAS GERAIS;São José do Divino;3881;23774.8359375;6125.95996094
3235;MINAS GERAIS;Descoberto;5126;33449.546875;6525.47021484
3236;MINAS GERAIS;Divinésia;3409;19550.94335938;5735.10009766
3237;MATO GROSSO;Colíder;32096;338273.46875;10539.4296875
3238;PARANÁ;Grandes Rios;7839;53536.4375;6829.5
3239;SANTA CATARINA;Ipira;4771;42986.97265625;9010.04980469
3240;BAHIA;Mirante;8375;26649.9296875;3182.08007812
3241;AMAZONAS;Pauini;19111;69596.59375;3641.69995117
3242;RIO GRANDE DO SUL;Sertão;6644;121542.1953125;18293.52929688
3243;MINAS GERAIS;Cristália;5961;28999.57617188;4864.87988281
3244;MINAS GERAIS;Urucuia;12203;67718.234375;5549.31005859
3245;PARÁ;São João da Ponta;5038;17295.59179688;3433.0300293
3246;SÃO PAULO;Nova Campina;9267;137261.8125;14811.88964844
3247;MINAS GERAIS;Nanuque;41329;362926.0;8781.38964844
3248;PARANÁ;Pinhal de São Bento;2600;21329.3046875;8203.58007812
3249;MATO GROSSO DO SUL;Juti;5569;60655.3515625;10891.61035156
3250;MINAS GERAIS;Novo Oriente de Minas;10763;40001.7890625;3716.60009766
3251;SÃO PAULO;Itobi;7708;67564.7734375;8765.54003906
3252;SÃO PAULO;Ribeirão Bonito;11857;120750.140625;10183.87011719
3253;BAHIA;Gongogi;6170;26375.15234375;4274.74023438
3254;MINAS GERAIS;Igaratinga;9045;65943.7421875;7290.62988281
3255;SANTA CATARINA;Morro Grande;2775;71876.84375;25901.5703125
3256;BAHIA;Porto Seguro;122896;805236.4375;6552.18017578
3257;SANTA CATARINA;Ponte Alta do Norte;3677;56893.35546875;15472.75976562
3258;AMAZONAS;Tapauá;19884;87235.609375;4387.22998047
3259;GOIÁS;Caçu;11343;163472.5625;14411.75976562
3260;TOCANTINS;Lagoa do Tocantins;3352;17725.50390625;5288.04003906
3261;PARANÁ;São Pedro do Paraná;2561;30827.7265625;12037.37988281
3262;MINAS GERAIS;Guarda-Mor;6778;214778.015625;31687.51953125
3263;MINAS GERAIS;Divinópolis;216099;2819794.25;13048.62011719
3264;RIO GRANDE DO SUL;São Sebastião do Caí;21272;354538.71875;16666.91992188
3265;PARAÍBA;Casserengue;6985;26546.51367188;3800.5
3266;RIO GRANDE DO SUL;Jaguari;11762;137539.421875;11693.54003906
3267;ESPIRITO SANTO;Rio Novo do Sul;11447;86314.1796875;7540.33007812
3268;SÃO PAULO;Itajobi;14683;203594.890625;13866.03027344
3269;CEARÁ;Tejuçuoca;16180;46976.1015625;2903.34008789
3270;PERNAMBUCO;Orobó;22239;91671.5703125;4122.10986328
3271;MINAS GERAIS;Olaria;2479;15796.69824219;6372.20996094
3272;MINAS GERAIS;Santana do Deserto;3977;20955.63671875;5269.20996094
3273;PARÁ;Capanema;64429;407624.25;6326.72021484
3274;PARANÁ;Porto Rico;2521;29434.99804688;11675.91992188
3275;MATO GROSSO;Santa Rita do Trivelato;2751;272048.4375;98890.75
3276;PARANÁ;Cambará;25102;319224.59375;12717.09960938
3277;RORAIMA;Rorainópolis;26546;231527.21875;8721.74023438
3278;SÃO PAULO;Ferraz de Vasconcelos;179231;1381021.625;7705.25976562
3279;BAHIA;Igaporã;14970;48868.1171875;3264.39990234
3280;PARAÍBA;Vista Serrana;3364;12908.87402344;3837.36010742
3281;PARANÁ;Alto Piquiri;10406;107586.5625;10338.90039062
3282;SÃO PAULO;São Francisco;2894;26442.50976562;9137.00976562
3283;SÃO PAULO;Ocauçu;4341;44971.85546875;10359.79003906
3284;SANTA CATARINA;Itaiópolis;20551;336894.96875;16393.11914062
3285;TOCANTINS;Aurora do Tocantins;3523;26203.36132812;7437.79980469
3286;TOCANTINS;Muricilândia;2958;29540.20507812;9986.54980469
3287;SÃO PAULO;Ipiguá;4253;34386.9375;8085.33984375
3288;PARÁ;Conceição do Araguaia;47237;230119.125;4871.58984375
3289;RIO DE JANEIRO;Miguel Pereira;25866;265608.03125;10268.62011719
3290;PIAUÍ;Barra D'Alcântara;3886;14653.90332031;3770.94995117
3291;PARANÁ;São Pedro do Ivaí;9921;156357.171875;15760.21972656
3292;MINAS GERAIS;Barroso;20253;212967.875;10515.37011719
3293;MINAS GERAIS;Piranga;17836;74883.703125;4198.45996094
3294;SÃO PAULO;Pedreira;40752;608301.1875;14926.90039062
3295;RIO GRANDE DO NORTE;Bento Fernandes;5199;27000.75195312;5193.45019531
3296;MARANHÃO;Matões do Norte;11295;37177.8984375;3291.54003906
3297;SÃO PAULO;Potim;20668;150657.84375;7289.43017578
3298;SÃO PAULO;Santa Fé do Sul;29192;559734.875;19174.25976562
3299;PARANÁ;Japira;4797;37893.3984375;7899.39013672
3300;RIO GRANDE DO SUL;Estrela;30603;633926.8125;20714.52929688
3301;RIO GRANDE DO SUL;Nova Boa Vista;2113;33201.2890625;15712.87011719
3302;GOIÁS;Catalão;81109;3663230.5;45164.2890625
3303;PARANÁ;Santo Antônio do Paraíso;2315;28536.078125;12326.59960938
3304;MINAS GERAIS;Conceição de Ipanema;4549;25230.13671875;5546.29980469
3305;PARANÁ;Santa Tereza do Oeste;9320;122129.3515625;13104.00976562
3306;RIO GRANDE DO SUL;Canudos do Vale;2004;21523.9140625;10740.48046875
3307;SANTA CATARINA;Vitor Meireles;5756;71268.7265625;12381.63964844
3308;MATO GROSSO;Terra Nova do Norte;15190;134435.46875;8850.25976562
3309;SANTA CATARINA;Imbuia;5738;90478.6875;15768.33007812
3310;RIO GRANDE DO SUL;Bento Gonçalves;106999;2591081.5;24215.93945312
3311;SÃO PAULO;Nova Granada;18683;221840.3125;11873.91015625
3312;PARAÍBA;Fagundes;12183;46244.48828125;3795.82006836
3313;MINAS GERAIS;Alagoa;2926;23611.453125;8069.52978516
3314;MINAS GERAIS;Liberdade;5397;38933.765625;7213.95996094
3315;MINAS GERAIS;Santana do Riacho;4405;23585.89648438;5354.35009766
3316;CEARÁ;Pacatuba;71839;479294.34375;6671.77978516
3317;TOCANTINS;Palmas;188645;2964230.75;15713.26953125
3318;MINAS GERAIS;Capinópolis;16043;217788.640625;13575.30957031
3319;MARANHÃO;Cidelândia;12866;81823.40625;6359.66015625
3320;SANTA CATARINA;União do Oeste;3084;37974.44140625;12313.37011719
3321;CEARÁ;Santana do Cariri;18369;67936.0;3698.39990234
3322;BAHIA;Poções;46390;216375.109375;4664.25976562
3323;PARANÁ;Paulo Frontin;7398;87603.8515625;11841.55957031
3324;SÃO PAULO;Quatá;12539;327698.0625;26134.31054688
3325;SANTA CATARINA;Jaguaruna;16418;197815.75;12048.70996094
3326;SANTA CATARINA;Seara;17827;578891.9375;32472.75976562
3327;PIAUÍ;Colônia do Gurguéia;5947;20120.27734375;3383.27001953
3328;BAHIA;Palmeiras;8437;33296.58203125;3946.5
3329;AMAZONAS;Fonte Boa;18803;115856.546875;6161.60009766
3330;GOIÁS;Abadia de Goiás;6301;38975.1328125;6185.54980469
3331;TOCANTINS;Barra do Ouro;3691;26856.734375;7276.27978516
3332;PARAÍBA;São João do Rio do Peixe;18323;73621.5625;4017.98999023
3333;PARANÁ;Ivatuba;2786;31708.81835938;11381.49023438
3334;RIO GRANDE DO NORTE;Bom Jesus;8725;41508.27734375;4757.39990234
3335;SÃO PAULO;Caçapava;85181;2136769.25;25085.05078125
3336;GOIÁS;Novo Brasil;3377;33892.66015625;10036.3203125
3337;PARÁ;Peixe-Boi;7916;23817.72460938;3008.81005859
3338;GOIÁS;Fazenda Nova;6399;59713.46875;9331.69042969
3339;GOIÁS;Crixás;15005;209922.59375;13990.1796875
3340;PARANÁ;Pinhais;118319;2381652.75;20129.08007812
3341;MINAS GERAIS;Januária;67516;334938.75;4960.87988281
3342;AMAPÁ;Amapá;7802;81456.1328125;10440.41992188
3343;MINAS GERAIS;Felício dos Santos;5865;24365.36523438;4154.37011719
3344;PARANÁ;Formosa do Oeste;7453;98713.546875;13244.80957031
3345;RORAIMA;São Luiz;5979;54417.3203125;9101.41015625
3346;MARANHÃO;Coelho Neto;45624;157696.421875;3456.43994141
3347;MINAS GERAIS;Chalé;5598;29614.703125;5290.22998047
3348;SANTA CATARINA;Coronel Martins;2583;32803.5703125;12699.79980469
3349;RIO GRANDE DO SUL;Novo Tiradentes;2387;25313.7265625;10604.83007812
3350;CEARÁ;Milhã;14826;49370.15625;3329.9699707
3351;MINAS GERAIS;Três Marias;28042;886700.8125;31620.4609375
3352;PERNAMBUCO;Brejinho;7369;26529.21679688;3600.11010742
3353;GOIÁS;Campo Alegre de Goiás;6286;233007.375;37067.671875
3354;MINAS GERAIS;Fortuna de Minas;2541;23232.98828125;9143.25
3355;RIO GRANDE DO NORTE;Mossoró;244287;2910955.5;11916.12988281
3356;MINAS GERAIS;Grupiara;1468;16615.0390625;11318.15039062
3357;SÃO PAULO;Guaratinguetá;113357;2336862.5;20615.0703125
3358;BAHIA;Jussari;6914;33357.0625;4824.56982422
3359;SANTA CATARINA;Mondaí;9515;267737.5;28138.4609375
3360;PARAÍBA;Conceição;17988;72604.3203125;4036.26000977
3362;RIO GRANDE DO SUL;Teutônia;27215;613187.8125;22531.25
3363;SÃO PAULO;Pontalinda;4200;38302.2890625;9119.58984375
3364;MINAS GERAIS;Arapuá;2778;42282.94140625;15220.63964844
3365;MARANHÃO;Monção;28602;94031.5234375;3287.59008789
3366;MARANHÃO;Pindaré-Mirim;32236;115792.71875;3592.0300293
3367;RIO GRANDE DO SUL;São João do Polêsine;2782;35900.1484375;12904.44042969
3368;MARANHÃO;Sítio Novo;16086;63305.64453125;3935.44995117
3369;SANTA CATARINA;Xavantina;4316;80354.28125;18617.76953125
3370;PIAUÍ;Joaquim Pires;14276;40390.91796875;2829.29003906
3371;SÃO PAULO;Batatais;56476;895422.4375;15854.91992188
3372;GOIÁS;Nova América;2278;16354.48339844;7179.31982422
3373;BAHIA;Amélia Rodrigues;24491;120464.75;4918.74023438
3374;SÃO PAULO;Elias Fausto;15312;528139.1875;34491.8515625
3375;MARANHÃO;Cachoeira Grande;9286;26988.92382812;2906.40991211
3376;SÃO PAULO;Santa Lúcia;8154;64988.95703125;7970.18994141
3377;MINAS GERAIS;Itacambira;5303;27237.48242188;5136.24023438
3378;MINAS GERAIS;Matutina;3789;38726.0078125;10220.63964844
3379;RIO GRANDE DO SUL;São Valentim;3996;45793.0;11459.70996094
3380;PARANÁ;Corumbataí do Sul;4220;30388.60351562;7201.08984375
3381;PARAÍBA;Cajazeiras;57875;426916.625;7376.52978516
3382;SÃO PAULO;Jales;49996;668454.875;13370.16992188
3383;SANTA CATARINA;Santo Amaro da Imperatriz;18436;209857.84375;11383.04980469
3385;MINAS GERAIS;Francisco Badaró;10604;36256.87890625;3419.16992188
3386;MATO GROSSO DO SUL;Tacuru;9554;94785.0703125;9920.98046875
3387;RIO GRANDE DO NORTE;Lagoa de Pedras;7282;27062.73632812;3716.38989258
3388;RIO GRANDE DO NORTE;Extremoz;22751;134227.40625;5899.85009766
3389;SÃO PAULO;Aparecida d'Oeste;4598;46590.22265625;10132.71972656
3390;PARANÁ;Ivaté;8294;118656.671875;14306.33007812
3391;MARANHÃO;Bacabal;98489;505599.8125;5133.56982422
3392;GOIÁS;Aloândia;2118;17409.11523438;8219.59960938
3393;MINAS GERAIS;São Gotardo;32580;373019.53125;11449.33984375
3394;SÃO PAULO;Arandu;6212;68926.9375;11095.76953125
3395;BAHIA;Guanambi;79886;491441.5625;6151.79003906
3396;RONDÔNIA;Ouro Preto do Oeste;36725;406834.21875;11077.84960938
3397;BAHIA;Ichu;6148;19514.67382812;3174.14990234
3398;BAHIA;Riacho de Santana;30602;136802.359375;4470.37011719
3399;MINAS GERAIS;Matozinhos;35233;518959.375;14729.36035156
3400;RIO GRANDE DO SUL;Itacurubi;3712;51409.2890625;13849.49023438
3401;SÃO PAULO;Coronel Macedo;5343;58621.4140625;10971.62988281
3402;PARAÍBA;São Miguel de Taipu;6812;24999.91796875;3669.97998047
3403;RIO GRANDE DO SUL;Charqueadas;36045;723649.875;20076.2890625
3404;RIO GRANDE DO SUL;Alpestre;8880;87360.328125;9837.87011719
3405;PARANÁ;Santa Amélia;4105;31057.0078125;7565.64990234
3406;PERNAMBUCO;Itapetim;14063;49816.1640625;3542.36010742
3407;PARANÁ;Rio Bonito do Iguaçu;15121;118062.1875;7807.83007812
3408;PIAUÍ;Guaribas;4491;13286.66894531;2958.51000977
3409;CEARÁ;Cruz;23540;76905.4609375;3267.01000977
3410;GOIÁS;Buriti Alegre;8454;141374.421875;16722.7890625
3411;GOIÁS;Terezópolis de Goiás;5951;47221.2109375;7935.0
3412;GOIÁS;Rialma;10911;119340.1796875;10937.59960938
3413;CEARÁ;Ocara;24636;75618.8359375;3069.43994141
3414;PERNAMBUCO;Afogados da Ingazeira;35528;174596.234375;4914.33007812
3415;MINAS GERAIS;Nova Era;18579;238511.484375;12837.69042969
3416;CEARÁ;Paraipaba;29892;141155.40625;4722.18017578
3417;PERNAMBUCO;Sertânia;35914;161626.96875;4500.39013672
3418;BAHIA;Andorinha;14201;71736.671875;5051.52001953
3419;MARANHÃO;Buriti;26202;99994.796875;3816.30004883
3420;PARAÍBA;Monteiro;31100;165522.65625;5322.27001953
3421;SÃO PAULO;Mirante do Paranapanema;18131;122058.875;6732.04980469
3422;MATO GROSSO;Barão de Melgaço;7851;59532.46484375;7582.79003906
3423;GOIÁS;Estrela do Norte;3223;24145.83007812;7491.72998047
3424;RIO GRANDE DO NORTE;Currais Novos;43536;289145.5625;6641.52978516
3425;SÃO PAULO;Itatiba;99047;2928060.75;29562.33984375
3426;PARÁ;Óbidos;48429;205298.015625;4239.14990234
3427;SANTA CATARINA;Braço do Norte;29317;502818.3125;17151.08007812
3428;PARAÍBA;Duas Estradas;3855;19897.0703125;5161.37011719
3429;PIAUÍ;Fronteiras;11502;164702.8125;14319.49023438
3430;MINAS GERAIS;Serra da Saudade;890;10433.84667969;11723.41992188
3431;SERGIPE;São Miguel do Aleixo;3813;23908.3203125;6270.20996094
3432;PARANÁ;Campo Mourão;85896;1710904.875;19918.33007812
3433;SÃO PAULO;Osasco;718646;31616452.0;43994.46875
3434;MINAS GERAIS;Elói Mendes;25532;248070.1875;9716.04980469
3435;AMAZONAS;São Paulo de Olivença;32958;109349.2890625;3317.84008789
3436;PARANÁ;Nova Londrina;12898;164492.28125;12753.3203125
3437;MINAS GERAIS;Jenipapo de Minas;7242;29253.85351562;4039.4699707
3438;SÃO PAULO;Analândia;4558;70821.875;15537.9296875
3439;BAHIA;Tabocas do Brejo Velho;12608;44926.98828125;3563.37011719
3440;MINAS GERAIS;Estrela do Sul;7439;131656.03125;17698.08007812
3441;SANTA CATARINA;Matos Costa;2826;27616.203125;9772.19042969
3442;PERNAMBUCO;Jupi;14461;70330.21875;4863.43994141
3443;MINAS GERAIS;Fervedouro;10754;55018.7890625;5116.12011719
3444;MINAS GERAIS;Lambari;19244;154348.234375;8020.58984375
3445;MINAS GERAIS;Ponto dos Volantes;11458;41717.6640625;3640.91992188
3446;BAHIA;Brotas de Macaúbas;10949;41737.30859375;3811.9699707
3447;PARAÍBA;Teixeira;14177;57575.5078125;4061.18994141
3448;BAHIA;Lajedo do Tabocal;8999;47203.65234375;5245.43017578
3449;MARANHÃO;Tuntum;39380;133867.625;3399.37988281
3450;MINAS GERAIS;Conceição dos Ouros;10869;100532.8515625;9249.5
3451;MINAS GERAIS;São José da Lapa;19234;264196.1875;13735.88964844
3452;MINAS GERAIS;Guiricema;9116;56681.55078125;6217.81005859
3453;RONDÔNIA;Nova Brasilândia D'Oeste;17698;163247.671875;9224.0703125
3454;MINAS GERAIS;São João Batista do Glória;7198;314871.53125;43744.30859375
3455;SÃO PAULO;Poá;112481;2275422.0;20229.390625
3456;RIO GRANDE DO SUL;Coqueiros do Sul;3342;45537.92578125;13625.95019531
3457;CEARÁ;Umirim;19044;60732.4140625;3189.06005859
